Name,Description,Add,Region,Town,Tel,Px,Py,ParkingSpace,Type,Zone
萬熹大飯店,位於新北市的旅館,新北市淡水區中正東路35號2至6樓(1樓門廳）,新北市,淡水區,886-2-26213281,121.45938799999999,25.15639,0.0,飯店/旅店,N
悅客商務飯店,悅客商務飯店是經專業設計師精心規畫，座落於新北市板橋一幢全新的商務飯店，於2014年以異軍突起、一顆新星之姿加入飯店業界，為所有國內外旅客提供貼心的住宿服務。悅客商務飯店位於新北市都會中心～板橋，距台北市僅一水之隔，距北二高中和交流道只有十分鐘車程，近臨新北市政府、板橋車站(三鐵共構 台鐵、高鐵、捷運)及國內長途巴士總站、捷運板南線江子翠站3號出口步行約15分鐘，交通十分便利。本飯店全館有無線網路及備有電腦提供旅客使用，出差，旅遊…..『悅客商務飯店』將是您最佳選擇。,新北市板橋區三民路一段107號1-9樓,新北市,板橋區,886-2-29648889,121.479499,25.021378,17.0,飯店/旅店,W
迷你谷渡假民宿,位於新北市的民宿,新北市烏來區烏來里啦卡路20號,新北市,烏來區,886-2-26616388,121.55475200000001,24.861988,0.0,民宿,S
小角落民宿,"1.【平日、假日定義】　※平日：星期日~星期四　※假日：星期五~星期六, 連續假日與農曆年節 　(農曆過年期間房價是假日價 每間房間加收800元服務費用)2.【進退房時間】　※進房時間：下午16:00以後。　※退房時間：上午11:00以前。超過指定時間退房者，將酌收部份清潔費用每小時250元。3.【加床】　※2歲以上 500元/1人 　※2歲以下幼兒不加床收300元/1人",新北市瑞芳區坑尾巷1號,新北市,瑞芳區,886-938-460100,121.84419399999999,25.112006,,民宿,E
悅喜商務飯店,位於新北市的旅館,新北市板橋區東門街30之2號11至12樓,新北市,板橋區,886-2-89658288,121.45812099999999,25.008096,0.0,飯店/旅店,W
九份山經民宿,位於新北市的民宿,新北市瑞芳區基山街204號,新北市,瑞芳區,886-2-24966027,121.84228200000001,25.106942,,民宿,E
TS MOTEL（鼎帥温泉汽車旅館),位於新北市的旅館,新北市金山區金美街9號及11號,新北市,金山區,886-2-24988866,121.638557,25.219365,0.0,汽車旅館,N
欣芳旅社,位於新北市的旅館,新北市板橋區南雅南路1段1巷3號1樓,新北市,板橋區,886-2-29681381,121.45687,25.007133,,旅社,W
九份巷居民宿,"[九份巷居民宿]鄰近熱鬧的九份老街和金九地區各熱門景點,同時擁有寧靜的住宿空間,讓你能夠充分地好好充電休息;民宿位在五番坑公園旁邊的福住里社區,這裡有許多特色小店和藝術家們等待你來挖寶,享受獨特的人文氣息｡",新北市瑞芳區佛堂巷11號,新北市,瑞芳區,886-2-24967380,121.84198700000002,25.106697,,民宿,E
澳底灣民宿,位於新北市的民宿,新北市貢寮區新港街31巷2號,新北市,貢寮區,886-2-24901513,121.925449,25.055276,,民宿,E
趣山上民宿,位於新北市的民宿,新北市汐止區汐平路2段92巷7號,新北市,汐止區,886-2-26412459,121.695553,25.064639,18.0,民宿,E
老農夫民宿,位於新北市的民宿,新北市雙溪區丁子蘭坑50號,新北市,雙溪區,886-2-24930266,121.86608799999999,24.998867,,民宿,E
觀海樓旅店,位於新北市的旅館,新北市淡水區中正東路1段129號3至12樓(1樓門廳),新北市,淡水區,886-2-26291117,121.455955,25.159308,0.0,飯店/旅店,N
台北旅人國際青年旅館,台北旅人是全新開幕的背包客旅館，全館共有90個上下舖床位，是喜愛自由旅行與認識新朋友背包客的最佳選擇，我們位於淡水老街，是散步到各景點非常近的位置。房間分為女生宿舍床位，混合宿舍床位，每床位皆設舒適的彈簧床並附有閱讀燈、萬用插座、置物櫃(附鑰匙)、無線網路、衣架、空調、暖氣。淋浴間與洗手間為共用、洗手檯附吹風機。館內設有交誼廳，設備有電視、冰箱、微波爐、電磁爐、電鍋、烤麵包機、並提供免費咖啡與茶，全館禁煙。免費早餐於一樓交誼廳享用。從旅館門口左轉就是有名的淡水老街，並且離淡水河岸即是5分鐘以內的步行距離。這裡有美麗的夕陽，淡水河面在下午時分陽光反射形成金色河面，即是有名的金色河岸，傍晚坐在淡水河邊享受自然河風，或是搭渡輪到對岸八里觀音山，亦可搭渡輪到漁人碼頭，夕陽下山，走在燈光裝飾美麗的情人橋，在碼頭邊的音樂餐廳享用晚餐，夜晚散步後坐公車(紅26)回到台北旅人，一整天下來您所看到的是不同面貌的淡水!台北旅人，是旅行的人想坐下來的地方，是一個想在這裡分享旅行故事的地方，在這裡看著淡水河與海，您會想在這裡拍下這一刻的記憶，在這裡遇見從世界另一方而來的旅人，在這裡發現淡水所能給您的不止是美麗的風景，還有愛的故事。旅行是一種夢想，一種渴望，一種實現，一種看世界，一種冒險，一種滿足，這麼多的一種你我都懂，來到台北旅人分享旅行帶給我們生命的成長與滋潤，成為祝福別人的人，歡迎您來到台北旅人，歡迎您來這讓我們聽你的故事!,新北市淡水區三民街22號,新北市,淡水區,886-2-26258222,121.438965,25.171674,,背包客棧,N
烏來泰雅那魯灣溫泉渡假飯店,春之櫻、夏之溪、秋之宴、東之泉，隱身在大台北地區的祕密花園，一座正對烏來瀑布，被群山櫻花圍繞的渡假天堂，誠摯地邀請您吐納山谷間高含量的負離子、悠閒入住觀賞瀑布美景的溫泉客房、品味當地四季美食，讓您在大台北中也能輕鬆享受寧靜、樂活的深度之旅！,新北市烏來區烏來里瀑布路33號,新北市,烏來區,886-2-26616000,121.550947,24.848330999999998,0.0,飯店/旅店,S
美麗春天大飯店,位於新北市的一般觀光旅館,新北市新店區太平路9號,新北市,新店區,886-2-8666-9999,121.53416299999999,24.957832,0.0,飯店/旅店,S
沐舍溫泉渡假酒店,『沐舍』，取 &#34;沐浴春風，寒舍客來&#34;之意，而名之。融合豐富的元素及建築美學，細膩的規劃及巧思的設計空間，提供一個舒適環境，讓國內外旅客都能有著沐浴春風，宛如置身自家般輕鬆自在，賓至如歸。『沐舍溫泉渡假酒店』(原喜凱亞溫泉酒店)，位於風景秀麗的北海岸風景區，觀光資源豐富，北海岸濱海公路山青水秀、海深天藍，沿途景點及遊憩設施林立，更富有多樣化的藝術人文資源。2012年6月由沐舍連鎖品牌飯店正式取得經營權。秉持集團永續經營的理念，適時、適務、適切」的服務觀念，讓您感受假期中最道地的在地印象。本館擁有全台灣純淨天然且符合衛生標準的海底溫泉，成為品鑑優質溫泉人士最熱愛的精緻溫泉聖地。另外還提供精緻美食與休閒的極致享受！南洋風穿著清新富朝氣的接待人員，客房輕柔薄紗的床幔綴上綠意盎然，樸石砌築的舒適湯池，食材新鮮精緻的日式懷石料理，空間擺飾簡潔優雅的自然素材、椰影搖曳、熱帶花朵植栽盡展姿顏，簡約設計融入濃濃峇里風情，充滿熱情與浪漫，提供專屬於您一個渡假所需的最佳環境。,新北市萬里區萬里加投166之1號,新北市,萬里區,886-2-24082559,121.64349299999999,25.215392,,飯店/旅店,N
龍門溫泉民宿,位於新北市烏來溫泉民宿,新北市烏來區烏來里溫泉街116號,新北市,烏來區,886-2-26618187,121.55144399999999,24.860032999999998,0.0,民宿,S
塔卡的家民宿,位於新北市的民宿,新北市三芝區芝柏五街18號,新北市,三芝區,886-2-86354455,121.511499,25.256957,,民宿,N
溪隱之宿,,新北市平溪區公園街15號,新北市,平溪區,886-932-326256,121.737527,25.024919,,民宿,E
蘊泉庄(鴻寬),,新北市淡水區淡金路79巷16號(代表號),新北市,淡水區,886-2-26227888,121.45435800000001,25.161639,,民宿,N
億苑賓館,位於新北市的旅館,新北市板橋區後菜園街35號,新北市,板橋區,886-2-29654252,121.456428,25.009997,,旅社,W
幸福號角民宿,＊熱鬧的區段‧便利的生活機能～優質的舒適睡眠環境～位於新北淡水區的「台北淡水民宿‧這一站幸福民宿」為合法民宿，位置座落於鄧公國小附近，步行至淡水老街約10分鐘，步行淡水捷運站也只需8分鐘腳程，擁有便利完善的交通優勢，更保有單純與寧靜的住宿空間，每一位來訪的旅客們都能安心入住，享受安靜無憂的自我空間，度過輕鬆愉悅的愜意假期。 「台北淡水民宿‧這一站幸福民宿」提供多間潔淨、寬敞、明亮的雙人套房房型，公共客廳空間運用大量木頭元素，展現北歐風格的純淨清幽；格局寬敞、採光明亮的套房房型空間，運用高雅簡潔的裝潢設計和完善的家具設備，展現現代感十足的日式風華，並以淡雅的繽紛色彩呈現蓬勃旺盛的生命力，帶給旅客們最為單純典雅的生活品味。 倘若您對旅途或行程有任何疑問，歡迎直接電洽【02】2626-1133 台北淡水民宿‧這一站幸福民宿。訂房時間:9:00am~21:00pm,新北市淡水區水源街一段149號,新北市,淡水區,886-2-26261133,121.447052,25.171988,,民宿,N
嘉家旅店,位於新北市的旅館,新北市永和區福和路292號5樓(含5樓之1)至6樓及294號5至6樓,新北市,永和區,886-2-29297029,121.51721299999998,25.007346,0.0,飯店/旅店,W
日光涵館民宿,位於新北市的民宿,新北市瑞芳區基山街198及200號,新北市,瑞芳區,886-930-824391,121.842624,25.107472,0.0,民宿,E
薇城精緻旅店,位於新北市的旅館,新北市三重區重新路2段21號7樓,新北市,三重區,886-2-89882868,121.498171,25.062548,0.0,飯店/旅店,W
緩慢民宿,Adagio 代表音樂中的慢板，慢下來，才能看見生活中真正美麗的風景，人生中真正重要的價值。這個平台將提供有關緩慢 ‧ 生活旅行的各種私房景點、旅遊情報與文創美學。而緩慢也提出〔緩慢四度角 ‧ 靈魂四度角〕的品牌主張，期盼用新的視野，擁抱這個世界：1. 人們的溫度：對自己和別人都能提供溫暖；2. 生活的詩度：要把生活經營得像一首詩；3. 土地的厚度：珍惜土地母親的醇厚養分；4. 夢想的深度：投入對你意義深刻的夢想。在這四個面向裡，展開人生的旅行，如此，我們才不致失去生命的平衡，因為旅行，是為了找尋自己的座標。希望您以緩慢的速度，細細品味這個世界，我們相信，緩慢的旅行，從歸零到啟發，您將享受一趟靈魂的療程。,新北市瑞芳區山尖路93之1號,新北市,瑞芳區,886-2-24961111,121.854658,25.114098000000002,0.0,民宿,E
橙橙民宿,位於新北市的民宿,新北市瑞芳區中正路10號2至4樓,新北市,瑞芳區,886-972-367787,121.808696,25.107157,,民宿,E
聽風的歌,,新北市瑞芳區崙頂路111號,新北市,瑞芳區,886-2-24062277,121.844715,25.106968,,民宿,E
回家小旅店民宿,位於新北市的民宿,新北市瑞芳區基山街194號,新北市,瑞芳區,886-915-819855,121.84335700000001,25.108645000000003,,民宿,E
有馬溫泉MOTEL,"[有馬溫泉]為日本最古老的溫泉,自遠古時代人們便有了承受著大地的恩惠而噴湧不止的自然溫泉,在技術發達的今天業者與專業的溫泉探勘團隊在研究多年,歷經深層地質鑽勘完成,並取得溫泉執照,提供具養顏美容功效的碳酸質溫泉,開創汽車旅館新紀元,為新北市土城區增加新的代名詞--土城[有馬溫泉]",新北市土城區中央路2段392號,新北市,土城區,886-2-22606666,121.439199,24.97144,0.0,汽車旅館,W
美莊旅社,位於新北市的旅館,"新北市板橋區東門街3,5號",新北市,板橋區,886-2-29698225,121.456111,25.0088,,旅社,W
大東旅館,位於新北市的旅館,新北市貢寮區福隆里興隆街4之1號,新北市,貢寮區,886-2-24991362,121.941201,25.019493,,飯店/旅店,E
平林休閒棧民宿,位於新北市的民宿,新北市雙溪區外平林37號,新北市,雙溪區,886-2-24934016,121.85433400000001,25.036901,0.0,民宿,E
馨記旅館,位於新北市的旅館,新北市蘆洲區九芎街95號,新北市,蘆洲區,886-2-28480296,121.466075,25.079361,0.0,旅社,W
九份山棧樓許桑的家民宿,位於新北市的民宿,新北市瑞芳區基山街31巷9號,新北市,瑞芳區,886-2-24976417,121.845896,25.109379,,民宿,E
旅行邦尼,旅行邦尼 離淡水捷運站 走路5分鐘，在老街與中山路之間 ，樓下是庶民日常採買的早市，走出巷子口是老街..也可以流連河邊看夕陽...真的多種風情一次踩足...旅行邦尼 全館無電梯，床鋪均為上下舖，床位配有充電插座，閱讀燈公車站牌在我們巷子口，還可以去漁人碼頭，小白宮，真理大學，砲台，第一滴水，雲門劇場..想去哪裡都可以,新北市淡水區中山路87巷7號,新北市,淡水區,886-2-26218707,121.442423,25.170282,0.0,背包客棧,N
白沙灣角民宿,,新北市石門區下員坑15之10號,新北市,石門區,886-926-611639,121.51201,25.28493,,民宿,N
百麗旅店,~百麗旅店全館亮麗裝潢展新迎賓~   百麗旅店寵愛每位賓客，期待您能盡情享受旅居的美好時光。簡單中帶流線創意的大廳空間，透過傢飾點綴出躍動的層次，展現出率真的空間性格。深灰色櫃台給人有沉穩與雋永、搭配別緻的藝品陳設，散發著雅致的氣息。時尚現代感風格室內設計與色調，一系列精心挑選的客房備品，為您構築品味非凡的優雅舒適環境。百麗旅店等待您來細細品嚐…,新北市板橋區南門街1巷2號,新北市,板橋區,886-2-22727398,121.45756000000002,25.008538,0.0,飯店/旅店,W
瑞濱民宿,位於新北市的民宿,新北市瑞芳區瑞濱路阿美家園53號,新北市,瑞芳區,886-2-24970622,121.82108899999999,25.117257000000002,,民宿,E
牡丹清境民宿,位於新北市的民宿,新北市雙溪區定福11號,新北市,雙溪區,886-2-24934901,121.850132,25.074036,0.0,民宿,E
青青汽車旅館,青青花園汽車旅館位於新北市三峽境內人文與藝術豐富的環境中，鄰近三峽祖師廟文化遺產及鶯歌陶瓷藝術之美，擁有得天獨厚的地理環境，為您打造一座座古羅馬建築花園城堡，置身其中彷如電影羅馬假期中男女主角的浪漫。青青汽車旅館提供給您花草樹木環繞的休閒幽會場所，為您打造最浪漫、最神秘動人的吸引力，讓您體驗有別以往的新鮮感與刺激變化，增進閨房情趣，促進夫妻情侶間的感情。青青旅館是三峽鎮內首家國際級觀光旅館，採歐式建築風格，提供給旅客、商務人士最佳的休閒空間，內部裝潢讓您有身處家中的舒適感覺，房間設備完善，席夢思大型床組、按摩椅、花梨原木傢俱，精緻時尚設計，是您洗滌塵世煩憂的好所在，浴室備有按摩浴缸，按摩水柱、蒸汽浴，除了照顧您的身體，更能體貼您的心情。青青汽車旅館 休息680元起、住宿1780元起青青花園汽車旅館網址：http://www.chingching-motel.com.tw/中文,新北市三峽區長泰街30號及30號之1至27,新北市,三峽區,886-2-26743333,121.378745,24.931984,0.0,汽車旅館,S
尚登意民宿,位於新北市的民宿,新北市萬里區萬里加投68之5號,新北市,萬里區,886-2-24988310,121.642351,25.214658,0.0,民宿,N
帝苑旅店,帝苑時尚旅店位於板橋市文化路一段，捷運板南線【新埔站】2號出口步行3分鐘可抵達，交通方便，本館還附設專屬的停車場，凡是來消費皆可免費使用，不論您是開車或搭乘大眾運輸工具，我們絕對是您最佳的選擇。除了典雅精緻、溫馨舒適的客房，我們更提供液晶電視、最新的影視娛樂VOD系統及按摩浴缸，讓您能有個舒適充實的休憩時光。除此之外，更提供了商務人士洽商旅遊最需要的無線寬頻上網服務，讓您能迅速接收最新訊息。我們秉持著親切的服務態度，讓您感受賓至如歸的愉悅，以務實的價格，最用心的經營理念期待與您一起分享我們無微不至的溫馨服務，帝苑旅店的美麗希望能與您一起細細品嘗~特色:一、距離捷運【新埔站】約3分鐘步行路程，交通便利 可直接搭乘捷運藍線，前往龍山寺站、忠孝復興站、忠孝敦化站、國父紀念館、市政府站二、可搭乘公車前往板橋車站搭乘火車、高鐵、客運， 車程約3分鐘、步行時間約為12分鐘。三、周邊景點:板橋林家花園、鶯歌、三峽等景點區皆可搭乘大眾運輸抵達四、致理技術學院正對面、鄰近中山國中、江翠國中，是您考季的最佳選擇五、2010年起陸續裝潢更新、設備升級，提供您最佳的軟硬體設施與服務,新北市板橋區文化路1段218號1樓及3至7樓,新北市,板橋區,886-2-22572525,121.46670300000001,25.020321,,飯店/旅店,W
九份 sea cafe 民宿,位於新北市的民宿,新北市瑞芳區明里路166號,新北市,瑞芳區,886-2-24961611,121.859489,25.118019,,民宿,E
九份老舍民宿,在九份山丘，聚落沿著蜿蜒山谷盤旋漫步，斑駁礦山記憶在老舍間徘徊。追著思鄉的季節，沿著層層疊疊的石階前進，鄉愁在九份的芒草間搖曳。這懷舊的台北民宿是礦工的老房，古早味的空間＋咖啡＋花茶＋水果＋梅酒＋鮮花＋音樂＋故事＋回憶... 也許是，讓思念變成一種遙遠的鄉愁。也許，讓愛情化為往日情懷。也，可能讓自己孤獨一日。老舍，讓你自言自語面對自己。老舍，讓你親親秘密面對我倆。老舍，讓友情親情長長遠遠……,"新北市瑞芳區街頂巷20,21號",新北市,瑞芳區,886-960-576258,121.844567,25.10815,0.0,民宿,E
儷閣經典旅館,"大台北地區, 唯一坐落山中的休閒旅館, 佔地近5千坪,有別於都市水泥中的狹窄旅館, 一個真正具有渡假氛圍的森林別墅, 讓你拋開繁忙的生活, 感受環山圍繞的遼闊, 儷閣邀您一起走入山林, 沒有負擔的快樂呼吸!!!",新北市中和區員山路8之6及8之7號,新北市,中和區,886-2-82286686,121.48441499999998,24.982353,0.0,飯店/旅店,W
清翼居旅店,台北清翼居旅店以推動人文、創意為出發點，致力成為一個「旅行、創意、藝術」的平台，邀請國內外多位藝術創作者參與。個性化的視覺效果，注入時尚品味及生命力，將清翼居旅店的時尚、雅痞及色彩藝術完整地詮釋，多元性的創意主張為旅店重新定義：旅店不只是供住宿休憩的空間，更是一個旅行與創意相遇的感動。,新北市板橋區館前東路26號6樓及6樓之1,新北市,板橋區,886-2-29541808,121.46046100000001,25.007125,0.0,飯店/旅店,W
自然山居民宿,位於新北市的民宿,新北市萬里區員潭路16之9號,新北市,萬里區,886-2-24983615,121.645017,25.195399,,民宿,N
莫瑞納海灣會館,※會館泳池已改為觀景池，無法下水使用，敬請見諒※ ＊ The swimming pool is currently unavailable ＊＊飯店規章　1.check in ：15:00   (最晚22:00)   check out：11:00   (逾時退房需另加收費用)  2.早餐時間：7:00~9:30am3.入住時請出示身分證辦理登記，同時繳交剩   餘住宿費用。4. 電話訂房後，請於三日內付訂金，逾時匯款視同放棄，匯款後請於電話告知末五碼，以供查詢。5.禁止抽菸吃檳榔(如有需要請至會館門口外面左方小花園)6.嚴禁在飯店內吸食毒品，交易違法情事以及攜帶危險物品，違規者一律報警處理並要求退房。8.嚴禁攜帶麻將以及一切賭博行為。9.若損壞會館內設施及物品，皆需照價賠償。 ＊訂房電話：02-2490-3955   Line ID：24903955,新北市貢寮區仁愛路106巷36號,新北市,貢寮區,886-2-24903955,121.92966399999999,25.053531,0.0,飯店/旅店,E
利未莊園民宿,"民宿網址:http://levitevillage.net利未是一棟依山而建的四層斜頂建築, 白牆混合貼石的外觀, 遠看酷似一座教堂。名稱源自希伯來文, 有殷切召喚現代人回歸自然生活之意。每個房間除了都有優美的視野, 房間內的寢具都均由知名的服裝設計師親手縫製，全套純白棉質的寢具價值不菲。在房客退房後都會用臭氧機殺菌, 讓你如同徜徉在森林中。利未莊園的管家Pauline& Tony取得國家級的證照「外語領隊人員」(英語)，及「華語導遊人員」，以專業的導覽內容及親切的態度，迎接來到民宿的朋友們。  每次拜訪金瓜石都被管家所規劃的旅遊行程深深的吸引, 玩得再累只要躺在利未特製的寢具中, 就能好眠到天明。利未莊園是讓你有吃、有住、有玩、還有回家感覺的民宿。  如果你想初臨體驗請與我們連絡。",新北市瑞芳區山尖路97號,新北市,瑞芳區,886-2-24961658,121.853908,25.114054,6.0,民宿,E
小鳥敲門度假屋民宿,歡迎來到小鳥敲門度假屋早上小鳥會來敲門喔！快來體驗！,新北市雙溪區新基東街15之3號,新北市,雙溪區,886-2-24931618,121.87358,25.041597,0.0,民宿,E
名流賓館,位於新北市的旅館,新北市三重區正義北路6之1號8樓,新北市,三重區,886-2-29857515,121.497482,25.062712,0.0,旅社,W
車頭頂民宿,位於新北市的民宿,新北市平溪區十分街27號,新北市,平溪區,886-2-29051670,121.772419,25.040948999999998,,民宿,E
白沙灣濱海民宿,位於新北市的民宿,新北市石門區德茂里下員坑15之18號,新北市,石門區,886-2-26366757,121.511046,25.285712,0.0,民宿,N
九份-山嶼海親子民宿,位於新北市的民宿,新北市瑞芳區汽車路80號,新北市,瑞芳區,886-907-862266,121.84427099999999,25.109931,,民宿,E
花岩山林民宿,位於新北市的民宿,新北市三峽區有木里有木104之1號,新北市,三峽區,886-2-26749618,121.439353,24.865181,0.0,民宿,S
嫚嫚窩民宿,,新北市瑞芳區逢甲路146號3樓,新北市,瑞芳區,886-2-24973577,121.80824299999999,25.109368,,民宿,E
藏愛旅店,位於新北市的旅館,新北市三重區成功路73巷6號,新北市,三重區,886-2-29788880,121.48925700000001,25.051607,0.0,飯店/旅店,W
虹橋民宿,"三芝虹橋民宿---住我家好精采  Its brilliant to stay at our homestay!千紅－春夏之際日本楓火紅艷麗 萬紫－鳶尾、紫藤最為美麗群青－睡蓮百花爭豔，色彩繽紛碧綠－落羽松綠樹成蔭，浓郁葱茏 深褐－自家烘培咖啡豆，香氣迷人白青－白沙灣,老梅綠澡海天一片春黃－蟬鳴鳥叫，蛙聲不斷混彩－曇花、杜鵑、繡球花團錦簇調色－藝術家親自繪製園區壁畫虹橋民宿坐落於三芝金牌農村獎共榮社區山谷內，小溪作伴，安靜宜人．經在地農村保育，時常可見老鷹在天空盤旋，生態豐富健康，民宿主人用心經營，園區色彩繽紛，楓樹火紅、紫藤、睡蓮、鳶尾、曇花、落羽松、菖蒲等植物維護有成．春節花季吸引不少攝影師駐足拍攝，畫家寫生也將園區作為特色景點．來到這裡，建議離開電視，您會看到老闆娘溫暖又真誠的招呼聲，遞上自家烘培咖啡或花茶，讓您來到民宿便放鬆心靈．來園區慢活，小溪泡腳，鄉村散步，欣賞二代藝術家老闆的壁畫創作，隔日享用精心準備的中西式早餐，有老闆娘自製蘿波糕，友善根種蔬菜，保證吃得健康養生．遊玩景點如白沙灣、淺水灣、野柳、淡水老街等北海岸線，皆為著名景點，晚餐也可提早向民宿預定，我們會用心為您準備創意料理，或品嘗大塊牛排、漁港海產、越南口味，當季蔬食等三芝著名美食．民宿經營至今，已累積不少回頭客，感謝客人對我們的真心，不論是全家住宿、情侶求婚、輕旅行、公司旅遊、同學會、化裝舞會，我們都很歡迎．讓我們來分享這裡的生活，我們會熱情的與您做朋友．",新北市三芝區八賢里1鄰八連溪1之5號,新北市,三芝區,886-2-86354131,121.50736200000001,25.247622,,民宿,N
和昇會館  陽明攬月會館,位於新北市的旅館,新北市金山區中信北路16巷38號,新北市,金山區,886-2-24080033,121.59731299999999,25.20599,0.0,飯店/旅店,N
玉山旅店,位於新北市鶯歌區的旅館，鄰近鶯歌火車站，環境清幽、溫馨舒適、潔淨安全、交通便利。平實的價格與親切的服務絕對讓您物超所值，歡迎駕臨入住。,新北市鶯歌區文化路228號,新北市,鶯歌區,886-2-86776060,121.352599,24.948658,0.0,飯店/旅店,W
富裕自由旅店正義館,,新北市三重區重新路2段68號9樓、70號9樓,新北市,三重區,886-2-89762100,121.49772800000001,25.061892,,飯店/旅店,W
逸閒居民宿,新北｜The Easy Space 逸閒居．海灣老漁村的派對時光你有多久沒和一大群朋友一同出遊？一起看海、一起喝酒唱歌直到天明。約定好，這是屬於我們的週末，坐上車朝海的方向前進，直奔我們的青春派對──逸閒居，The Easy Space，讓你們自由自在渡假的海畔老別墅。老別墅裡的假期空間沿著海而行，離台北只要一個鐘頭的車程，就能抵達這在貢寮海灣被遺忘的老漁村。一幢褪色的紅磚別墅，臨海而立，早年刻意仿歐的建材，仍能看見曾經的風華。拉開厚重的玻璃門，世界瞬間切換──Bossa Nova慵懶的爵士樂迴盪耳邊，兩層樓的挑高大廳掛上水晶燈，氣派非凡；七米高的全景落地窗，盡收藍天大海與山巒。逸閒居，其實是女主人Amber的爸爸在二十年前送給爺爺的六十大壽賀禮，離鄉打拚的爺爺在事業有成後，一直渴望回到家鄉，於是爸爸帶著爺爺的心願，回家鄉蓋起當時最時髦的歐風建築。而對現在逸閒居的新主人Amber而言，逸閒居就是和朋友一起度假的美好童年回憶，在為了家人從喜愛的美國生活重回台灣後，便一起著手翻新逸閒居，讓記憶中的感動能繼續延續。回台灣，也讓Amber遇見了甜蜜戀情——Michael，兩人互相欣賞、彼此照應，在逸閒居將幸福的日常，分享給每個到來的旅人！五間房五個祕密海灣驚喜的是，在兩百五十坪的空間，不只藏著一百吋藍光大螢幕的家庭電影院，還有KTV、烤箱、蒸氣室、調酒吧台，和設備齊全的健身房！以及一個小閱覽室，放著Amber從小就愛看愛收藏的漫畫書。未來，還正準備再打造一個空中海景咖啡座供旅人享受！而五間臥房也在Amber與男主人Michael的巧手下，用嶄新的美學與巧思翻修佈置。如果你愛大房大海大天空，那定是首選二樓面海的海景天空房，最接近遼闊的天空與大海；一樓的漁村海灣套房，同樣的大坪數，也一樣毫不吝嗇給你海天一線的美景。,新北市貢寮區福連街38號,新北市,貢寮區,886-988-339803,121.988556,25.011342000000003,,民宿,E
亞昕福朋喜來登酒店,"酒店位於機場捷運A9站步行1分鐘，到桃園機場僅15分鐘，鄰近三井Outlet，到台北車站僅25分鐘車程擁有165間精心打造的經典客房，其中包含12間套房、2間無障礙房、1套總統套房，共22層樓高(地上18層、地下4層)22層樓高  所有公共空間、宴會廳、客房均提供高速無線網路 150 MB  三溫暖-冷熱水池、蒸氣室、烤箱健身房 (標配 Life Fitness, 24小時開放)25米無邊際泳池",新北市林口區文化三路一段1號，1號2樓，1號3樓,新北市,林口區,886-2-77276988,121.36098,25.06618,393.0,飯店/旅店,W
福容大飯店    淡水漁人碼頭,福容大飯店 淡水漁人碼頭，坐落於淡水漁人碼頭內，緊鄰淡水出海口，遠可眺望觀音山及八里渡輪，坐擁絕美景致，不論是觀山海或是凝望淡水夕照，都讓人驚豔不已！飯店外型仿若一艘巨型郵輪，故有＂福容愛之船＂美名，規劃198間客房，隨處可見海洋休閒度假風，提供極致貼心的尊爵服務，飯店內有SPA、游泳池、健身房等娛樂設施。還有可容納中式百桌、西式千人的劇場式無柱豪華宴會廳。飯店外圍並有商店街與藝術大街，提供旅人休憩、購物，一次滿足。飯店旁伴隨著聞名台灣的超級旋轉觀景塔----情人塔，由麗寶機構耗資近三億多打造，塔身嚴選瑞士硬體設備，安全無虞，塔高計100公尺，每次可容納80人，可飽覽淡海360度全視野景觀，登上塔高，可遠眺台灣海峽以及觀音山景致。不論是迷濛細雨，或是金紗般清晨與如同詩畫的日落黃昏，皆能看見不同景致之美。讓您留下一生驚豔的美麗回憶。,新北市淡水區觀海路83號,新北市,淡水區,886-2-26287777,121.41113200000001,25.185137,180.0,飯店/旅店,N
美好時光民宿,矗立在九份山城的「九份民宿‧九份美好時光民宿」，距離九份老街步行僅需3~5分鐘的距離。南歐城堡般的外觀建築，搭配潔白純淨的純粹色彩，以白與黑搭建出獨有的雅緻風味。順著石塊砌成的階梯緩緩而上，步入「九份民宿‧九份美好時光民宿」，即可清楚感受到一股獨有的寧靜優雅氛圍。「九份民宿‧九份美好時光民宿」提供多間寬敞的套房空間。搭配純色基調，以不同風格的裝潢佈局，打造出同等自然清新、典雅靜謐的舒適氣息。從窗戶可以清楚眺望九份山景、海景及街景矗立眼前。有別於舊時的光陰，從僅有的九戶住家發展成為多幢住屋依山而居，蔚成一片山城奇景。「九份民宿‧九份美好時光民宿」不僅提供潔淨寬敞的幽雅住居，更提供迎賓茶等餐飲空間。由主人自行翻修的中國風雕花座椅，搭配鮮橘亮麗的裝潢色彩及歐式圓桌，並將透明窗戶鑲在牆面中央，以窗外的山巒美景做為最佳的壁畫畫面。彼此的衝突撞擊出另一番獨特的風味美景，伴隨著佳餚，陪您度過愜意的九份之夜。,新北市瑞芳區崙頂路39之2號,新北市,瑞芳區,886-2-24960326,121.844838,25.107596,,民宿,E
自由空間青年民宿,位於新北市的民宿,新北市瑞芳區中正路77號(第2層),新北市,瑞芳區,886-939-788892,121.80546399999999,25.107554999999998,,民宿,E
